YEAR,ORISPL,PNAME,PSTATABB,PLPRMFL,PLHTIAN,PLNGENAN,NAMEPCAP,CAPFAC,PLCO2AN
2018,52089,Celanese Acetate LLC,VA,NG,978776.445,171254.238,29.8,0.65603,57204.128
2018,52096,Berry Placerita Cogen,CA,NG,1657742.988,295809,42.8,0.78898,96886.008
2018,52104,Cymric 36W Cogen,CA,NG,399645.801,75190,12.4,0.6922,23357.11
2018,52107,Kern River Eastridge Cogen,CA,NG,1062669.149,212906,48.8,0.49804,62107.198
2018,52109,Richmond Cogen,CA,NG,4482635.893,868496,198.6,0.49921,261986.011
2018,52115,Ingredion Stockton,CA,NG,727771,51905,10,0.59252,42534.233
2018,52120,Freeport Energy,TX,NG,23248933.426,3972998.6,1378.6,0.32898,1358772.963
2018,52122,Wasson CO2 Removal Plant,TX,NG,1313350.114,162862,23.4,0.79451,76758.129
2018,52132,Power Station 4,TX,NG,3858384.3,672174,191.1,0.40153,225501.453
2018,52147,C P Kelco San Diego Plant,CA,NG,459756.277,81590.001,28,0.33264,26870.239
2018,52148,Elkton,VA,NG,86218.705,15193.999,9.8,0.17699,5055.231
2018,52149,Merck & Company - West Point,PA,NG,1490280.604,281182.54,92.4,0.34739,87098.748
2018,52151,International Paper-Eastover Mill,SC,NG,5269533.735,591055,109.6,0.61562,132011.101
2018,52168,Riverbay Corp. - Co-Op City,NY,NG,561573.99,137725.43,49.5,0.31762,32820.927
2018,52169,Midway Sunset Cogen,CA,NG,4354406.63,850068.999,234,0.4147,254491.244
2018,52176,C. R. Wing Cogeneration Plant,TX,NG,5600054.108,611570,230,0.30354,332802.233
2018,52184,Tesoro Kenai Cogeneration Plant,AK,NG,319929.408,64727,16.4,0.45054,18698.123
2018,52186,Yuba City Cogen Partners,CA,NG,80083.076,10599,49,0.02469,4680.418
2018,54034,Rensselaer Cogen,NY,NG,38893,4227,88.2,0.00547,2310.9
2018,54041,Lockport,NY,NG,4040179,438704.81,221.3,0.2263,240146.2
2018,54044,University of Illinois Cogen Facility,IL,NG,625740.924,116556.999,59.9,0.22213,36571.133
2018,54056,"Pawtucket Power Associates, LP",RI,NG,98541,10469,68.8,0.01737,6185.3
2018,54076,Indeck-Olean Energy Center,NY,NG,1169254.806,130992,90.6,0.16505,69503.265
2018,54091,Mansfield Mill,LA,NG,4325560.154,825135,135,0.69773,139720.907
2018,54096,International Paper-Riverdale Mill,AL,NG,4301304.662,605207,104.2,0.66303,135672.477
2018,54114,KIAC Cogeneration,NY,NG,5508395,603058,171.2,0.40212,327844.3
2018,54131,Fortistar North Tonawanda Inc,NY,NG,176715.347,24116,65.7,0.0419,10502.184
2018,54149,Nissequogue Energy Center,NY,NG,1662709.778,298483,47,0.72497,98854.936
2018,54224,Franklin Heating Station,MN,NG,467080.084,64611.461,32.6,0.22625,19639.22
2018,54225,Gillette SBMC,MA,NG,336395.874,69303.02,21.3,0.37142,19660.499
2018,54228,Erving Paper Mills,MA,NG,218500.612,41896.12,8.7,0.54973,12770.165
2018,54236,Pfizer Groton Plant,CT,NG,465280.945,87018,42.5,0.23373,27262.868
2018,54240,Louisiana Tech University Power Plant,LA,NG,257489.183,48807,15,0.37144,15048.834
2018,54250,Newman (PA),PA,NG,67299.87,12155,1.8,0.77087,3933.309
2018,54262,Saint Marys Hospital Power Plant,MN,NG,293977.736,55837.49,15.4,0.41391,17192.345
2018,54268,March Point Cogeneration,WA,NG,5143560.117,899661,166.8,0.61571,300612.949
2018,54271,Saguaro Power,NV,NG,4616216.608,709333.2,127.2,0.63659,269792.605
2018,54296,Biola University,CA,NG,74030.559,14268.001,5.5,0.29614,4326.681
2018,54316,Archer Daniels Midland Southport,NC,NG,41094.999,2747.001,52.5,0.00597,2401.779
2018,54321,Goodyear Beaumont Chemical Plant,TX,NG,1223020.849,221996,34.8,0.72822,72537.558
2018,54324,Ocean State Power II,RI,NG,7018116,835958,254.2,0.37541,420204.7
2018,54330,Westhollow Technology Center,TX,NG,119173.22,12944,3.7,0.39936,6965.023
2018,54333,Bucknell University,PA,NG,196314.009,36194,5.9,0.70029,11475.349
2018,54335,Morton Salt Rittman,OH,NG,74474.545,13255.05,4,0.37828,4352.63
2018,54337,NRG Energy San Diego,CA,NG,11391.288,1907,1.6,0.13606,665.759
2018,54349,Nevada Cogen Associates 2 Black Mountain,NV,NG,4933123.083,714401,96.3,0.84686,288314.054
2018,54350,Nevada Cogen Assoc#1 GarnetVly,NV,NG,5195168.256,722802,94.8,0.87038,303629.162
2018,54365,Orange Cogeneration Facility,FL,NG,3024740.583,444697.47,136.6,0.37163,179757.489
2018,54372,University of Colorado,CO,NG,4985.042,861.36,33,0.00298,291.349
2018,54408,UW Madison Charter Street Plant,WI,NG,0,0,33,0,0
2018,54410,Western Power & Steam Inc,CA,NG,1078123.469,148922,36,0.47223,63010.418
2018,54424,"Quantum Pasco Power, LP",FL,NG,752356.971,86773,143.7,0.06893,44708.823
2018,54426,Mulberry Cogeneration Facility,FL,NG,2920010.469,389623,125.3,0.35497,173531.527
2018,54447,Welport Lease Project,CA,NG,164714.775,26303,5,0.60053,9626.677
2018,54449,Dome Project,CA,NG,239288.185,37921,6,0.72148,13985.085
2018,54466,Orlando CoGen,FL,NG,7587654.643,1022141,122.4,0.95329,450923.672
2018,54476,Sumas Generating Station,WA,NG,2198111.061,272946,125.5,0.24827,130631.246
2018,54477,Oroville Cogeneration LP,CA,NG,857.098,156.002,7.7,0.00231,50.093
2018,54512,Domino Sugar Arabi Plant,LA,NG,231125.614,41513.09,14,0.3385,13508.028
2018,54513,WestRock (IL),IL,NG,282,26,2.9,0.00102,16.481
2018,54518,Formosa Plastics,LA,NG,2250753.771,357362,139,0.29349,131544.244
2018,54523,Hoffer Plastics,IL,NG,20143.998,1647,7.2,0.02611,1177.308
2018,54531,Stingray Facility,LA,NG,232,9.8,2.5,0.00045,13.559
2018,54534,St Josephs Hospital,FL,NG,83276,8669,1.7,0.58212,4867.027
2018,54537,Ferndale Generating Station,WA,NG,4868823.019,660733,285.5,0.26419,289790.995
2018,54547,Independence,NY,NG,34304513.408,5274606.79,1086.1,0.55439,2038671.558
2018,54550,ExxonMobil Mobile Bay Onshore,AL,NG,462766.802,88024,12,0.83737,27046.188
2018,54564,General Mills Inc,NY,NG,8849.258,1618,3.8,0.04861,517.191
2018,54574,"Saranac Power Partners, LP",NY,NG,669100,70784,285.6,0.02829,39763.1
2018,54586,"Tanner Street Generation, LLC",MA,NG,333484,36768,150.5,0.02789,20540.5
2018,54592,Massena Energy Facility,NY,NG,16911,1690,104.1,0.00185,1004.9
2018,54593,Batavia Energy,NY,NG,326890,34949,67.3,0.05928,19420
2018,54594,University of Arizona - Biosphere 2,AZ,NG,576,42,3.1,0.00155,40.135
2018,54604,Warner Lambert,MI,NG,130020.07,25001.999,12.4,0.23017,7603.471
2018,54605,"Pratt & Whitney, East Hartford",CT,NG,428480.286,80917,25.8,0.35803,25463.836
2018,54628,Phelps Dodge Refining,TX,NG,224050.146,41385,19.6,0.24104,13094.505
2018,54630,American Gypsum Cogeneration,CO,NG,323349.899,18823,9.6,0.22383,18908.201
2018,54637,JCO Oxides Olefins Plant,TX,NG,2691283.673,525474,77.2,0.77702,157290.806
2018,54640,Lakewood,NJ,NG,6314487,780087,236.8,0.37606,379681.8
2018,54667,Chino Mines,NM,NG,296431.065,23730,101.5,0.02669,17324.774
2018,54676,Oyster Creek Unit VIII,TX,NG,13158247.696,2190554,497.9,0.50224,769027.686
2018,54690,Amalgamated Sugar LLC Nampa,ID,NG,179476.905,31879.05,8.7,0.41829,10489.443
2018,54693,York Generation Company LLC,PA,NG,36535.65,3525.95,68.8,0.00585,2135.309
2018,54694,Yuma Cogeneration Associates,AZ,NG,305442.392,41296,62.6,0.07531,18152.52
2018,54707,Hunterdon Cogen Facility,NJ,NG,3288,169,4.1,0.00471,192.166
2018,54730,Yellowhammer Gas Plant,AL,NG,304997,17911,3.4,0.60136,17825.406
2018,54748,Port Neches Plant,TX,NG,981122.281,178291,38,0.5356,57341.229
2018,54749,Goal Line,CA,NG,134213.31,18142,51.4,0.04029,7976.302
2018,54761,Hermiston,OR,NG,18514046.031,2493629,621.2,0.45824,1100275.619
2018,54768,Live Oak Limited,CA,NG,157161.421,22188,46,0.05506,9339.882
2018,54780,University of Illinois Abbott Power Plt,IL,NG,1268890.883,221578.187,88,0.28744,85062.14
2018,54785,Grays Ferry Cogen Partnership,PA,NG,5157149.163,998083,192.6,0.59157,305489.093
2018,54790,CSL Behring LLC,IL,NG,468921.84,32716,4.2,0.88922,27405.916
2018,54795,"American Sugar Refining, Inc.",MD,NG,46800.188,48878.313,20,0.27899,2735.215
2018,54800,Saint Agnes Medical Center,CA,NG,140813.657,27211,7.7,0.40341,8229.788
2018,54802,WestRock Coated Board,AL,NG,6573324.255,796130,112.5,0.80784,167495.661
2018,54805,"Milford Power, LLC",MA,NG,2062626,250898,249.3,0.11489,122578.8
2018,54808,New York University Central Plant,NY,NG,926684,92994,19,0.55872,54159.61
2018,54809,University of Washington Power Plant,WA,NG,105016.32,18734.79,15,0.14258,6139.425
2018,54817,Johnson County Generation Facility,TX,NG,3679065,447947,282.6,0.18095,218643.5
2018,54829,Bristol Myers Squibb New Brunswick,NJ,NG,296166.092,54995,10.5,0.5979,17309.288
2018,54832,Brandywine Power Facility,MD,NG,9150611.247,1120737,288.8,0.443,549420.204
2018,54844,Gordonsville Power Station,VA,NG,7142344,815652,300.4,0.30996,429217.1
2018,54851,MMSD Jones Island Wastewater,WI,NG,494576.549,89849.999,48.8,0.21018,21409.122
2018,54854,Sun Peak Generating Station,NV,NG,416535,31152,222,0.01602,24753.5
2018,54855,Mars Snackfood US,IL,NG,92495.532,16000,3.5,0.52185,5405.858
2018,54880,Kamin LLC Wrens Plant,GA,NG,3719.161,504,11.4,0.00505,217.365
2018,54887,DSM Pharmaceuticals,NC,NG,7596.97,1081,9.2,0.01341,530.139
2018,54907,MIT Central Utility Plant,MA,NG,664616.091,111974,64.6,0.19787,38843.174
2018,54912,Martinez Refining,CA,NG,4973028.423,810838,100,0.92561,290646.896
2018,54914,Brooklyn Navy Yard Cogeneration,NY,NG,11863485.964,2041404,322,0.72372,708651.824
2018,54915,Michigan Power Limited Partnership,MI,NG,6077053.011,1024635,138.1,0.84698,361153.91
2018,54918,Ergon Refining Vicksburg,MS,NG,209636.827,40000,4.8,0.95129,12252.126
2018,54933,Mondelez Global LLC,IL,NG,99031.067,15538,4.7,0.37739,5787.824
2018,54950,Univ of Oregon Central Power Station,OR,NG,6609.969,711,11,0.00738,386.527
2018,54965,Cargill Salt,MI,NG,27079.365,4760.76,6.1,0.08909,1582.641
2018,54975,New Mexico State University,NM,NG,193604.298,31843,4.7,0.77341,11315.112
2018,55010,Cottage Grove Cogeneration,MN,NG,1201294.358,301207,283.5,0.12129,71391.305
2018,55011,Whitewater Cogeneration Facility,WI,NG,5100630.462,753058.53,283.5,0.30323,303264.754
2018,55015,Sweeny Cogeneration Facility,TX,NG,19268445.094,2838644,572,0.56651,1145109.815
2018,55025,Yates Gas Plant,TX,NG,130895.424,24281,5.6,0.49496,7650.121
2018,55026,Dighton,MA,NG,2933196,369001,200,0.21062,174318
2018,55029,Depere Energy Center,WI,NG,2557387,237881,192.3,0.14121,152023.4
2018,55031,Androscoggin Energy,ME,NG,1520501.235,329849.001,163.5,0.2303,90662.308
2018,55036,University of Tennessee Steam Plant,TN,NG,191514.694,34835,5,0.79532,11192.986
2018,55037,Opryland USA,TN,NG,176628.875,33299,4.5,0.84472,10322.991
2018,55039,Rio Bravo Generating Station,NM,NG,2851346,242658,150,0.18467,169615.3
2018,55040,Mid-Georgia Cogeneration,GA,NG,1334833.621,211336,323,0.07469,81758.248
2018,55041,Berkshire Power,MA,NG,4777452,637246,289,0.25171,283921.1
2018,55042,Bridgeport Energy,CT,NG,25942983,3675286,520,0.80683,1541753.1
2018,55043,Cherokee County Cogen,SC,NG,4084983.891,523894.09,101.2,0.59096,242764.081
2018,55047,Pasadena Power Plant,TX,NG,25449637.469,3957181,815,0.55427,1512436.486
2018,55048,"Tiverton Power, LLC",RI,NG,11164981,1560078,545,0.32677,663515.6
2018,55051,Axiall Plaquemine,LA,NG,8405027.146,1606430.001,306,0.59929,491227.853
2018,55052,Jameson Gas Processing Plant,TX,NG,124182,14749,2.3,0.73203,7257.758
2018,55053,Bridgeport Gas Processing Plant,TX,NG,536750.006,52640.003,11.6,0.51803,31370.105
2018,55061,Tenaska Georgia Generating Station,GA,NG,1034638,92227.002,1099.2,0.00958,68463.9
2018,55062,Tenaska Frontier Generating Station,TX,NG,26278532,3566210,939.7,0.43323,1561693.7
2018,55063,Batesville Generation Facility,MS,NG,27785742,3662717,1183,0.35344,1651266.9
2018,55064,Blackhawk Station,TX,NG,7436801.894,1478679,370.8,0.45523,439496.894
2018,55065,Mustang Station,TX,NG,16610786,2085579,521,0.45697,987159.1
2018,55068,Maine Independence Station,ME,NG,1755120,234887,550.2,0.04873,104306.2
2018,55075,Pine Bluff Energy Center,AR,NG,7305626.524,1305210,236,0.63134,434162.207
2018,55077,Desert Star Energy Center,NV,NG,12638873,1659922,536,0.35352,751108.6
2018,55079,Millennium Power Partners,MA,NG,7971858,1118788,427.5,0.29875,473747.5
2018,55081,Brownsville Combustion Turbine Plant,TN,NG,6703841,579165,460,0.14373,398404.1
2018,55084,Crockett Cogen Project,CA,NG,8221866.413,1372884,247.4,0.63348,480523.11
2018,55087,Zeeland Generating Station,MI,NG,25381045,3156472,968.2,0.37216,1508358.4
2018,55088,Dearborn Industrial Generation,MI,NG,32338793.997,4969985.2,747.9,0.75859,1895167.194
2018,55089,Taft Cogeneration Facility,LA,NG,35634078.201,5289832,894.2,0.67531,2117676.873
2018,55091,Midlothian Energy,TX,NG,42566342,5539329,1734,0.36467,2529660
2018,55096,Portside Energy,IN,NG,1333145.854,277537,61,0.51938,77915.081
2018,55097,Lamar Power Plant,TX,NG,52094170,7285075,1112.6,0.74747,3095885.4
2018,55099,NRG Sterlington Power,LA,NG,28059.998,1542,208.5,0.00084,1639.953
2018,55100,Rumford Power,ME,NG,1173963,150420,274.5,0.06255,69766.9
2018,55101,Kalamazoo River Generating Station,MI,NG,134452,10176,77.4,0.01501,7990.6
2018,55102,Livingston Generating Station,MI,NG,74111,5011.001,170.1,0.00336,4404.8
2018,55103,Klamath Cogeneration Project,OR,NG,19529866.95,2592948.71,501.5,0.59023,1160634.516
2018,55104,Sabine Cogeneration Facility,TX,NG,5943164.865,589472,106.5,0.63184,353191.189
2018,55107,Rhode Island State Energy Center,RI,NG,19924595,2823614,596,0.54082,1184092.9
2018,55109,"Rocky Road Power, LLC",IL,NG,457666,38122,415.5,0.01047,27328.5
2018,55110,Madison Generating Station,OH,NG,7121245,541948,692,0.0894,423182.2
2018,55111,Vermillion Generating Station,IN,NG,3139410,243197,692,0.04012,186570.6
2018,55112,Calpine Sutter Energy Center,CA,NG,4395613,589517,636,0.10581,261224.1
2018,55116,Rockingham County Combustion Turbine,NC,NG,24660638,2325235,977.5,0.27155,1476182.8
2018,55117,R S Cogen LLC,LA,NG,16105485.934,2523096.13,493,0.58423,957127.524
2018,55120,SRW Cogen Limited Partnership,TX,NG,15582433.173,3046399,610.4,0.56973,1008149.455
2018,55122,NAFTA Region Olefins Complex Cogen Fac,TX,NG,2807966.774,519980,83.2,0.71344,164110.295
2018,55123,Magic Valley Generating Station,TX,NG,23565193,3271743,801,0.46628,1400442.7
2018,55124,Griffith Energy Project,AZ,NG,14957078,2071721,655,0.36107,888875.5
2018,55126,Milford Power Company LLC,CT,NG,26019682,3669750,578,0.72478,1546310.6
2018,55127,Manchief Generating Station,CO,NG,3226169,300300,300,0.11427,191724.6
2018,55128,Walton County Power,GA,NG,3507635,336791.001,494.1,0.07781,208453.9
2018,55129,Desert Basin Generating Station,AZ,NG,18453902,2335543,646.1,0.41265,1096690.6
2018,55131,Kendall Energy Facility,IL,NG,45194617,5857928,1256,0.53242,2685853.6
2018,55132,Tenaska Gateway Generating Station,TX,NG,21578981,2905428,939.6,0.35299,1282414.2
2018,55135,Neenah Energy Facility,WI,NG,2641524,236325,371,0.07272,156983.4
2018,55137,"Rio Nogales Power Project, LP",TX,NG,23075566,3115812,940.2,0.37831,1371348.6
2018,55138,Walton Discover Power Facility,AL,NG,184015,14624,103,0.01621,10754.67
2018,55139,Wolf Hollow Generating Station,TX,NG,11245932,1407017,788.4,0.20373,668329.6
2018,55141,Hawk Road Energy Facility,GA,NG,6102262,538686,495,0.12423,362649.4
2018,55144,Hays Energy Facility,TX,NG,23188726,3060201,989,0.35322,1378076.7
2018,55146,"Green Country Energy, LLC",OK,NG,36585771,4985809,903.9,0.62967,2174246.5
2018,55148,Worthington Generation,IN,NG,1430878,136382,242,0.06433,85031.6
2018,55149,Lake Road Generating Company,CT,NG,38286634,5211758,840,0.70827,2275165.3
2018,55151,La Paloma Generating Plant,CA,NG,7975035,1059098,1200,0.10075,473947.7
2018,55153,Guadalupe Generating Station,TX,NG,44495414,5527011,1088.2,0.5798,2644305
2018,55154,Lost Pines 1,TX,NG,16883936,2320257,609,0.43493,1003388.2
2018,55164,Bluegrass Generating Station,KY,NG,1247610,111765.999,624,0.02045,74141.9
2018,55165,Calcasieu Plant,LA,NG,2811694,259377,358.8,0.08252,167094.2
2018,55166,Broad River Energy Center,SC,NG,21542878,2084851,985,0.24162,1281430.9
2018,55168,Bastrop Clean Energy Center,TX,NG,15654333,2074497,618.7,0.38276,930308.7
2018,55170,Granite Ridge Energy,NH,NG,15637984,2177483,790,0.31465,929343.1
2018,55172,Bosque County Power Plant,TX,NG,29441265,4184857,807,0.59197,1749645.8
2018,55173,Acadia Power Station,LA,NG,32867338,4556482,1389.2,0.37442,1953255.2
2018,55176,Eastman Cogeneration Facility,TX,NG,12531549.49,2193721.93,467.7,0.53544,744724.249
2018,55177,"South Point Energy Center, LLC",AZ,NG,2047200,261151,708,0.04211,121664
2018,55178,Dogwood Energy Facility,MO,NG,15076437,2047145,630,0.37094,895944.7
2018,55179,"Rathdrum Power, LLC",ID,NG,11256502,1593817,301.5,0.60346,668953.3
2018,55182,Sunrise Power Company,CA,NG,18695393,2671368,605.4,0.50372,1111043.8
2018,55183,Nelson Energy Center,IL,NG,24846947,3515256,627.5,0.6395,1476616.1
2018,55184,Aera San Ardo Cogen Facility,CA,NG,273537.92,49041,6.2,0.90295,15986.795
2018,55187,Channelview Cogeneration Facility,TX,NG,30724093.191,5347392,918.3,0.66474,1825889.745
2018,55188,Cordova Energy Company,IL,NG,558748,79066,611.2,0.01477,33205.2
2018,55193,Ontelaunee Energy Center,PA,NG,28592628,4073547,728,0.63876,1699222.3
2018,55196,Allegheny Energy Units 1 & 2,PA,NG,1018367,99623,87.6,0.12982,60519.8
2018,55197,Caledonia,MS,NG,27740701,4064345,801,0.57923,1648593
2018,55198,Riverside Generating Company,KY,NG,7660359,694617,1150,0.06895,455244.7
2018,55199,Elwood Energy Facility,IL,NG,3670121,356318.001,1728,0.02354,218109.5
2018,55200,Arapahoe Combustion Turbine Facility,CO,NG,2269238,250560,194,0.14744,134855.6
2018,55201,"Gibson City Energy Center, LLC",IL,NG,862890,79562,270,0.03364,51280.6
2018,55202,Pinckneyville Power Plant,IL,NG,1484928,146519,380,0.04402,88246.4
2018,55204,Kinmundy Power Plant,IL,NG,162580,12083,270,0.00511,9661.8
2018,55206,Corpus Christi Energy Center,TX,NG,12631797.286,2045715,593.3,0.39361,750688.127
2018,55210,Afton Generating Station,NM,NG,6383882,815872,464,0.20072,379389.1
2018,55211,"ANP Bellingham Energy Company, LLC",MA,NG,16780870,2231535,578,0.44073,997261.5
2018,55212,"ANP Blackstone Energy Company, LLC",MA,NG,15499413,2152772,578,0.42517,921109.8
2018,55215,Odessa Ector Generating Station,TX,NG,54708872,7420294,1152.8,0.73479,3251263.1
2018,55216,"Morris Cogeneration, LLC",IL,NG,4163496.934,639879,212.5,0.34374,243333.617
2018,55217,"Los Medanos Energy Center, LLC",CA,NG,21676202.324,3274740,678.3,0.55113,1288188.936
2018,55218,Hinds Energy Facility,MS,NG,21772252,3154896,600.4,0.59985,1293892.8
2018,55220,Attala Generating Plant,MS,NG,16579335,2204188,551.3,0.45641,985287.2
2018,55221,Oswald Generating Station,AR,NG,4375672,522540,599.5,0.0995,260033.7
2018,55222,Lincoln Generating Facility,IL,NG,261295,17574,692,0.0029,15529.4
2018,55223,"Ennis Power Company, LLC",TX,NG,11431805,1641207,418,0.44821,679374
2018,55224,Wheatland Generating Facility LLC,IN,NG,2709631,191791,500.4,0.04375,161029.6
2018,55225,Oneta Energy Center,OK,NG,38184246,4976693,1214,0.46797,2269243.6
2018,55226,Freestone Power Generation,TX,NG,46636150,6394911,1036,0.70465,2771527.5
2018,55228,Greenville Electric Gen Station,OH,NG,2136298,212537,236,0.10281,126436.7
2018,55229,Montpelier Electric Gen Station,IN,NG,2186744,212746,472,0.05145,129056.6
2018,55230,Jack County Generation Facility,TX,NG,26782953,3651675,1280,0.32567,1591672.4
2018,55231,Liberty Electric Power Plant,PA,NG,31152202,4273036,614,0.79445,1851344.9
2018,55232,Marshall County,KY,NG,3733924,321338,688,0.05332,221908.7
2018,55233,Handsome Lake Energy,PA,NG,1062229,85765,294.5,0.03324,62656.3
2018,55234,Audrain Power Plant,MO,NG,597916,50473,814.4,0.00707,35533.3
2018,55236,"Lee County Generating Station, LLC",IL,NG,1134184,86087,692,0.0142,67404.6
2018,55237,Shelby County,IL,NG,1816112,183323,483,0.04333,107164.9
2018,55238,Rockford Energy Center,IL,NG,2036770,191593,316,0.06921,121042
2018,55239,"Red Oak Power, LLC",NJ,NG,30516729,4268419.999,821.1,0.59343,1813563.6
2018,55241,Hog Bayou Energy Center,AL,NG,8557478,1137089,280,0.46359,508556.4
2018,55242,Santa Rosa Energy Center,FL,NG,9198746,1212117,274.5,0.50408,546670.5
2018,55243,Astoria Gas Turbine Power,NY,NG,538435,39731.997,666.1,0.00681,32563.8
2018,55244,Doyle Energy Facility,GA,NG,798910,62756,409,0.01752,47478.9
2018,55247,Darby Electric Generating Station,OH,NG,3087951,108651,564,0.02199,183415.9
2018,55248,Tait Electric Generating Station,OH,NG,5446918,413954,376,0.12568,321866.3
2018,55250,University Park Energy,IL,NG,2590945,231786,353.4,0.07487,152805.3
2018,55251,Gleason Combustion Turbine Plant,TN,NG,6004420,547374.999,567.8,0.11005,356833.5
2018,55253,Crete Energy Park,IL,NG,1077609,82634,356,0.0265,64041.7
2018,55259,"Whiting Clean Energy, Inc.",IN,NG,19261795.921,2410730,576.8,0.47711,1144699.196
2018,55262,AMP-Ohio Gas Turbines Bowling Green,OH,NG,41783,3592,49.5,0.00828,2465.1
2018,55263,AMP-Ohio Gas Turbines Galion,OH,NG,22831,2483,49.5,0.00573,1347.1
2018,55264,AMP-Ohio Gas Turbines Napoleon,OH,NG,40581,3389,49.5,0.00782,2395.7
2018,55267,Edward L Addison Generating Plant,GA,NG,3875056,346811,701.2,0.05646,234398.2
2018,55269,Southaven Combined Cycle Plant,MS,NG,28423612,4013086,903.9,0.50682,1689175.5
2018,55270,Jackson Generating Station,MI,NG,16665573,2075946,649,0.36515,990408.1
2018,55271,Tenaska Lindsay Hill Generating Station,AL,NG,14003685,1882859,939.4,0.2288,832353.8
2018,55276,Ceredo Generating Station,WV,NG,1861161,154585.998,519,0.034,109810.9
2018,55279,Aurora,IL,NG,7106146,677826.997,1275,0.06069,422311.3
2018,55281,Southeast Chicago Energy Project,IL,NG,827377,58790,407.2,0.01648,48783.1
2018,55282,Arlington Valley Energy Facility,AZ,NG,15413164,2120507,713,0.3395,915981.1
2018,55283,Front Range Power Plant,CO,NG,21023727,2652638,554.3,0.5463,1249416
2018,55284,Big Sandy Peaker Plant,WV,NG,1757756,159790.998,353.4,0.05162,103655.3
2018,55285,Wolf Hills Energy,VA,NG,1270357,109393,285,0.04382,74901.5
2018,55286,Oleander Power Project,FL,NG,1394422,124240.001,994.4,0.01426,82913.8
2018,55292,Decatur Energy Center,AL,NG,20293614,2702900,902.4,0.34192,1206017
2018,55293,Morgan Energy Center,AL,NG,29953111.814,4532851,900,0.57494,1780081.504
2018,55294,Westbrook Energy Center,ME,NG,10368334,1488109,563.9,0.30125,616175
2018,55295,Blythe Energy,CA,NG,20194857,2695876,591,0.52072,1200142.5
2018,55296,"Calumet Energy Team, LLC",IL,NG,160356,14791,312.8,0.0054,9313.8
2018,55297,New Covert Generating Project,MI,NG,47796970,6785423,1176,0.65867,2840502.9
2018,55298,Fairless Energy Center,PA,NG,47916886,6866566,1338,0.58584,2847628.5
2018,55304,Baconton Power,GA,NG,655426,67566,242,0.03187,38951.4
2018,55306,Gila River Power Station,AZ,NG,68175790,6530008,1857,0.40142,4051580.8
2018,55308,"DTE Calvert City, LLC",KY,NG,965242.211,185291,26.7,0.79221,56413.126
2018,55309,Air Products Port Arthur,TX,NG,7496747.241,1208391,172.1,0.80154,438144.097
2018,55311,BASF Freeport Works,TX,NG,3295857.386,600957,92.7,0.74005,192624.833
2018,55313,Ingleside Cogeneration,TX,NG,14035819.902,2596042,517,0.57321,820317.282
2018,55317,Fore River Energy Center,MA,NG,24219478,3258005,872.2,0.42641,1446537.5
2018,55320,"Wise County Power Company, LLC",TX,NG,7947704,1071554.27,821.7,0.14887,472322.3
2018,55322,Chuck Lenzie Generating Station,NV,NG,49697394,6668436,1465.6,0.5194,2953442.5
2018,55327,Baytown Energy Center,TX,NG,27614521.727,4294527,932.9,0.5255,1641100.698
2018,55328,Hermiston Power Plant,OR,NG,26665839,3644236,689.4,0.60344,1584711
2018,55332,Washington County Power,GA,NG,1246214,111702,795.6,0.01603,74060.9
2018,55333,"Delta Energy Center, LLC",CA,NG,22068576,3081664,943.5,0.37285,1311501.7
2018,55334,Holland Energy Facility,IL,NG,6662438,852889,702.1,0.13867,395936.9
2018,55337,Helix Ironwood LLC,PA,NG,38740295,5209815,777.6,0.76482,2302285.1
2018,55340,Dell Power Plant,AR,NG,15921718,2028650,679.1,0.34101,946203.8
2018,55343,Luna Energy Facility,NM,NG,20879796,2719237,650,0.47756,1240863.1
2018,55345,"Otay Mesa Energy Center, LLC",CA,NG,3730859,493151,688.5,0.08177,221720.6
2018,55347,"Armstrong Power, LLC",PA,NG,5017221,480570,688,0.07974,299096.1
2018,55348,"Troy Energy, LLC",OH,NG,5878235,550924,795.6,0.07905,350282.6
2018,55349,"Pleasants Energy, LLC",WV,NG,7217231,695107,344,0.23067,432178.8
2018,55350,Dresden Energy Facility,OH,NG,27233833,4230993,678.3,0.71206,1618467.9
2018,55357,"Brazos Valley Energy, LP",TX,NG,20845964,2672723,1075.6,0.28366,1238846
2018,55358,Cottonwood Energy Project,TX,NG,52546317,7170723,1433.6,0.57099,3122758.6
2018,55364,Sugar Creek Generating Station,IN,NG,21682559,2939593,1128.1,0.29746,1288493.4
2018,55365,Exelon Laporte Generating Station,TX,NG,753438,50643,236,0.0245,44440.9
2018,55372,"New Harquahala Generating Company, LLC",AZ,NG,36750,3815,1325.1,0.00033,2184
2018,55375,Astoria Energy,NY,NG,47368753,6341472,1245,0.58146,2845359.4
2018,55377,Allegheny Energy Units 8 & 9,PA,NG,1567289,146309,87.6,0.19066,93143.5
2018,55380,Union Power Station,AR,NG,67352263,10305177,2428,0.48451,4002655.4
2018,55382,Thomas A. Smith Energy Facility,GA,NG,39897011,5342648,1192,0.51165,2371027
2018,55386,Columbia Energy Center (SC),SC,NG,12455834.552,1915337.26,668.5,0.32707,743304.212
2018,55391,Rockgen Energy Center,WI,NG,5057655,454799.001,561,0.09254,300579.8
2018,55392,Zion Energy Center,IL,NG,5937971,522428,994.5,0.05997,353335.7
